Date,KW
2020-10-04 18:20:00.000Z,211.1
2020-10-08 16:33:00.000Z,138.1
2020-10-09 11:36:00.000Z,117.6
2020-10-11 07:53:00.000Z,79.2
2020-10-11 07:55:00.000Z,212.8
2020-10-11 12:57:00.000Z,208.1
2020-10-17 06:01:00.000Z,106.1
2020-10-17 06:08:00.000Z,239.8
2020-10-18 07:13:00.000Z,213.3
2020-10-20 06:25:00.000Z,169.9
2020-10-22 05:56:00.000Z,133.8
2020-10-24 15:40:00.000Z,71.2
2020-10-24 15:41:00.000Z,214.5
2020-10-26 06:45:00.000Z,181.8
2020-10-30 01:06:00.000Z,84.1
2020-10-30 16:39:00.000Z,72.6
2020-11-01 10:06:00.000Z,43.3
2020-11-01 10:07:00.000Z,210.3
2020-11-02 06:52:00.000Z,193.7
2020-11-03 06:54:00.000Z,174.7
2020-11-07 13:40:00.000Z,56.3
2020-11-07 13:42:00.000Z,223.3
2020-11-10 05:35:00.000Z,150.9
2020-11-12 09:04:00.000Z,105.0
2020-11-12 19:23:00.000Z,93.9
2020-11-14 07:28:00.000Z,43.3
2020-11-15 09:36:00.000Z,18.1
2020-11-15 09:38:00.000Z,199.7
2020-11-18 13:33:00.000Z,131.8
2020-11-19 11:13:00.000Z,107.5
2020-11-20 07:14:00.000Z,90.9
2020-11-21 05:26:00.000Z,72.9
2020-11-21 06:55:00.000Z,68.7
2020-11-21 06:56:00.000Z,212.0
2020-11-23 06:29:00.000Z,174.7
2020-11-25 12:21:00.000Z,128.1
2020-11-30 08:04:00.000Z,36.2
2020-12-01 06:18:00.000Z,23.9
2020-12-01 07:10:00.000Z,22.1
2020-12-01 07:11:00.000Z,356.5
2020-12-02 06:23:00.000Z,335.7
2020-12-03 09:09:00.000Z,312.7
2020-12-07 05:59:00.000Z,233.9
2020-12-08 09:14:00.000Z,204.2
2020-12-10 11:04:00.000Z,137.3
2020-12-11 06:24:00.000Z,118.0
2020-12-11 13:40:00.000Z,109.9
2020-12-11 13:42:00.000Z,243.6
2020-12-12 09:55:00.000Z,222.5
2020-12-14 13:30:00.000Z,166.7
2020-12-15 06:36:00.000Z,148.8
2020-12-16 18:39:00.000Z,90.4
2020-12-17 12:55:00.000Z,74.3
2020-12-18 02:57:00.000Z,57.9
2020-12-19 11:58:00.000Z,17.9
2020-12-19 11:59:00.000Z,232.7
2020-12-21 08:23:00.000Z,167.5
2020-12-23 02:42:00.000Z,100.9
2020-12-25 18:19:00.000Z,241.0
2020-12-31 07:26:00.000Z,67.0
2021-01-01 13:57:00.000Z,36.5
2021-01-01 18:09:00.000Z,31.3
2021-01-01 18:10:00.000Z,246.2
2021-01-02 13:10:00.000Z,225.6
2021-01-03 10:27:00.000Z,204.2
2021-01-03 20:55:00.000Z,196.6
2021-01-04 11:38:00.000Z,185.9
2021-01-06 06:45:00.000Z,137.9
2021-01-06 13:32:00.000Z,133.0
2021-01-07 20:59:00.000Z,75.2
2021-01-07 21:00:00.000Z,289.9
2021-01-12 06:49:00.000Z,86.2
2021-01-12 06:52:00.000Z,301.0
2021-01-12 14:30:00.000Z,287.5
2021-01-13 11:05:00.000Z,244.3
2021-01-14 11:03:00.000Z,189.4
2021-01-17 12:48:00.000Z,84.0
2021-01-19 04:14:00.000Z,26.9
2021-01-19 04:53:00.000Z,25.9
2021-01-19 04:54:00.000Z,240.8
2021-01-20 06:40:00.000Z,203.3
2021-01-20 11:09:00.000Z,199.8
2021-01-22 07:47:00.000Z,111.0
2021-01-22 18:54:00.000Z,94.1
2021-01-23 08:48:00.000Z,73.2
2021-01-24 14:48:00.000Z,25.9
2021-01-24 15:06:00.000Z,25.7
2021-01-25 11:24:00.000Z,149.4
2021-01-25 16:17:00.000Z,144.0
2021-01-26 09:06:00.000Z,131.6
2021-01-26 15:39:00.000Z,123.8
2021-01-27 20:20:00.000Z,87.6
2021-01-28 09:34:00.000Z,75.9
2021-01-28 21:12:00.000Z,65.8
2021-01-29 07:49:00.000Z,57.2
2021-01-29 14:07:00.000Z,50.9
2021-01-30 17:22:00.000Z,22.3
2021-01-30 17:23:00.000Z,237.1
2021-02-01 05:51:00.000Z,192.8
2021-02-01 11:11:00.000Z,189.1
2021-02-01 20:45:00.000Z,179.4
2021-02-02 11:05:00.000Z,168.2
2021-02-02 19:57:00.000Z,160.9
2021-02-03 05:34:00.000Z,156.7
2021-02-03 08:46:00.000Z,153.0
2021-02-03 21:04:00.000Z,142.7
2021-02-04 06:42:00.000Z,134.1
2021-02-05 06:56:00.000Z,109.3
2021-02-06 15:10:00.000Z,63.2
2021-02-06 15:11:00.000Z,278.1
2021-02-08 04:52:00.000Z,237.2
2021-02-09 06:09:00.000Z,207.4
2021-02-09 09:33:00.000Z,203.3
2021-02-10 18:03:00.000Z,168.4
2021-02-11 06:24:00.000Z,151.6
2021-02-11 19:55:00.000Z,131.4
2021-02-12 05:27:00.000Z,118.9
2021-02-12 09:36:00.000Z,112.8
2021-02-13 01:51:00.000Z,86.3
2021-02-14 08:01:00.000Z,41.2
2021-02-14 08:02:00.000Z,256.1
2021-02-14 20:53:00.000Z,235.8
2021-02-15 05:54:00.000Z,224.2
2021-02-15 07:36:00.000Z,221.5
2021-02-15 10:41:00.000Z,219.0
2021-02-15 14:48:00.000Z,213.9
2021-02-16 05:21:00.000Z,203.1
2021-02-16 11:03:00.000Z,198.1
2021-02-17 06:18:00.000Z,178.1
2021-02-18 05:34:00.000Z,154.4
2021-02-18 10:14:00.000Z,151.0
2021-02-18 21:12:00.000Z,137.3
2021-02-19 05:15:00.000Z,127.7
2021-02-19 11:33:00.000Z,118.2
2021-02-20 14:50:00.000Z,77.6
2021-02-20 21:29:00.000Z,66.2
2021-02-21 07:17:00.000Z,55.5
2021-02-21 07:21:00.000Z,246.6
2021-02-21 14:44:00.000Z,236.7
2021-02-22 05:06:00.000Z,217.1
2021-02-22 08:18:00.000Z,212.2
2021-02-22 21:10:00.000Z,199.6
2021-02-23 11:45:00.000Z,192.2
2021-02-23 15:36:00.000Z,188.2
2021-02-24 05:42:00.000Z,173.3
2021-02-24 14:24:00.000Z,162.5
2021-02-24 21:40:00.000Z,151.9
2021-02-25 21:42:00.000Z,122.9
2021-02-26 04:54:00.000Z,114.8
2021-02-26 15:16:00.000Z,103.8
2021-02-27 06:19:00.000Z,95.3
2021-02-27 17:41:00.000Z,78.2
2021-02-28 09:48:00.000Z,59.9
2021-02-28 09:50:00.000Z,241.2
2021-02-28 20:58:00.000Z,227.9
2021-03-01 05:08:00.000Z,219.4
2021-03-01 09:28:00.000Z,214.5
2021-03-01 22:02:00.000Z,201.9
2021-03-02 05:00:00.000Z,194.3
2021-03-02 06:30:00.000Z,191.4
2021-03-02 21:36:00.000Z,171.5
2021-03-03 04:23:00.000Z,163.9
2021-03-03 11:14:00.000Z,152.8
2021-03-03 20:17:00.000Z,139.2
2021-03-05 06:39:00.000Z,90.6
2021-03-06 07:09:00.000Z,55.2
2021-03-06 07:10:00.000Z,246.3
2021-03-06 22:03:00.000Z,233.0
2021-03-07 07:05:00.000Z,225.4
2021-03-07 15:30:00.000Z,215.6
2021-03-07 20:45:00.000Z,209.5
2021-03-08 04:47:00.000Z,200.3
2021-03-08 19:07:00.000Z,177.7
2021-03-09 10:41:00.000Z,161.0
2021-03-09 21:25:00.000Z,151.2
2021-03-10 04:40:00.000Z,143.7
2021-03-10 23:21:00.000Z,119.1
2021-03-11 18:23:00.000Z,102.7
2021-03-12 00:15:00.000Z,95.7
2021-03-12 04:36:00.000Z,94.3
2021-03-12 22:55:00.000Z,74.3
2021-03-13 07:15:00.000Z,67.0
2021-03-13 07:16:00.000Z,258.1
2021-03-13 21:16:00.000Z,236.3
2021-03-14 08:02:00.000Z,224.9
2021-03-14 21:17:00.000Z,207.1
2021-03-15 08:17:00.000Z,194.0
2021-03-15 14:37:00.000Z,182.3
2021-03-15 20:40:00.000Z,173.4
2021-03-16 07:47:00.000Z,161.2
2021-03-16 16:17:00.000Z,154.7
2021-03-16 20:56:00.000Z,150.7
2021-03-17 10:02:00.000Z,138.4
2021-03-17 21:07:00.000Z,131.2
2021-03-18 03:47:00.000Z,123.3
2021-03-18 20:36:00.000Z,106.3
2021-03-19 12:53:00.000Z,89.1
2021-03-20 05:56:00.000Z,68.9
2021-03-20 05:59:00.000Z,259.9
2021-03-20 20:56:00.000Z,238.1
2021-03-21 06:07:00.000Z,228.3
2021-03-21 21:26:00.000Z,212.4
2021-03-22 19:50:00.000Z,191.7
2021-03-23 16:21:00.000Z,173.6
2021-03-24 05:11:00.000Z,166.4
2021-03-24 14:54:00.000Z,158.7
2021-03-24 22:26:00.000Z,151.4
2021-03-25 13:09:00.000Z,139.6
2021-03-25 19:53:00.000Z,133.8
2021-03-26 09:27:00.000Z,120.9
2021-03-26 09:28:00.000Z,312.0
2021-03-28 14:38:00.000Z,288.6
2021-03-28 20:01:00.000Z,283.7
2021-03-29 05:26:00.000Z,273.5
2021-03-29 15:12:00.000Z,261.7
2021-03-29 20:59:00.000Z,255.6
2021-03-30 04:13:00.000Z,247.9
2021-03-30 20:45:00.000Z,225.8
2021-03-31 05:31:00.000Z,222.3
2021-03-31 21:37:00.000Z,198.7
2021-04-01 05:05:00.000Z,191.1
2021-04-01 15:35:00.000Z,178.9
2021-04-01 21:04:00.000Z,173.7
2021-04-02 20:55:00.000Z,145.3
2021-04-03 00:04:00.000Z,139.4
2021-04-03 08:04:00.000Z,131.7
2021-04-03 17:54:00.000Z,123.2
2021-04-03 17:55:00.000Z,290.3
2021-04-04 12:25:00.000Z,270.3
2021-04-04 19:20:00.000Z,258.5
2021-04-04 23:01:00.000Z,254.2
2021-04-05 08:21:00.000Z,243.8
2021-04-05 20:11:00.000Z,224.7
2021-04-06 14:13:00.000Z,208.2
2021-04-06 19:42:00.000Z,202.4
2021-04-07 06:49:00.000Z,194.8
2021-04-08 00:16:00.000Z,182.3
2021-04-08 06:21:00.000Z,178.7
2021-04-09 06:17:00.000Z,156.2
2021-04-10 04:44:00.000Z,133.4
2021-04-10 14:53:00.000Z,120.0
2021-04-10 14:54:00.000Z,287.1
2021-04-11 11:27:00.000Z,254.9
2021-04-11 17:42:00.000Z,246.5
2021-04-11 21:07:00.000Z,241.8
2021-04-12 06:14:00.000Z,230.5
2021-04-12 07:30:00.000Z,229.5
2021-04-12 21:30:00.000Z,211.9
2021-04-13 05:18:00.000Z,204.3
2021-04-13 14:00:00.000Z,186.6
2021-04-13 20:15:00.000Z,175.7
2021-04-14 07:06:00.000Z,163.2
2021-04-14 12:06:00.000Z,156.0
2021-04-14 19:43:00.000Z,144.0
2021-04-15 06:19:00.000Z,133.7
2021-04-15 19:11:00.000Z,115.6
2021-04-16 06:09:00.000Z,101.9
2021-04-16 14:02:00.000Z,94.7
2021-04-17 06:07:00.000Z,82.2
2021-04-17 06:09:00.000Z,297.1
2021-04-17 20:21:00.000Z,281.0
2021-04-18 06:27:00.000Z,277.0
2021-04-18 16:01:00.000Z,264.9
2021-04-18 19:48:00.000Z,259.0
2021-04-19 04:56:00.000Z,252.1
2021-04-19 22:56:00.000Z,233.5
2021-04-20 06:08:00.000Z,226.7
2021-04-20 19:59:00.000Z,213.9
2021-04-21 06:01:00.000Z,205.9
2021-04-21 19:58:00.000Z,192.5
2021-04-22 05:27:00.000Z,186.0
2021-04-22 20:47:00.000Z,170.2
2021-04-23 00:52:00.000Z,167.1
2021-04-23 07:01:00.000Z,164.9
2021-04-23 21:48:00.000Z,153.4
2021-04-24 07:22:00.000Z,146.3
2021-04-24 07:51:00.000Z,144.4
2021-04-24 07:52:00.000Z,311.4
2021-04-24 19:25:00.000Z,303.9
2021-04-25 08:59:00.000Z,298.4
2021-04-25 20:46:00.000Z,283.4
2021-04-26 06:40:00.000Z,276.6
2021-04-26 20:09:00.000Z,263.1
2021-04-27 01:11:00.000Z,258.6
2021-04-27 07:17:00.000Z,255.5
2021-04-28 06:04:00.000Z,235.3
2021-04-28 10:01:00.000Z,230.9
2021-04-28 21:05:00.000Z,216.2
2021-04-29 05:06:00.000Z,210.1
2021-04-29 20:45:00.000Z,190.9
2021-04-30 06:01:00.000Z,182.4
2021-04-30 20:57:00.000Z,167.7
2021-05-01 09:25:00.000Z,159.9
2021-05-01 09:28:00.000Z,327.0
2021-05-02 06:54:00.000Z,309.2
2021-05-02 20:48:00.000Z,289.9
2021-05-03 04:39:00.000Z,287.1
2021-05-03 21:08:00.000Z,268.9
2021-05-04 06:20:00.000Z,263.7
2021-05-04 15:07:00.000Z,253.2
2021-05-04 21:19:00.000Z,247.8
2021-05-05 14:16:00.000Z,231.5
2021-05-05 21:31:00.000Z,224.2
2021-05-06 04:22:00.000Z,221.1
2021-05-06 21:26:00.000Z,203.7
2021-05-07 04:45:00.000Z,198.4
2021-05-07 13:01:00.000Z,188.0
2021-05-08 06:04:00.000Z,176.2
2021-05-08 06:06:00.000Z,329.0
2021-05-08 22:25:00.000Z,309.5
2021-05-09 13:23:00.000Z,296.8
2021-05-09 20:25:00.000Z,290.8
2021-05-10 05:45:00.000Z,285.6
2021-05-10 22:29:00.000Z,268.6
2021-05-11 11:06:00.000Z,258.1
2021-05-11 20:47:00.000Z,249.2
2021-05-12 21:45:00.000Z,222.1
2021-05-13 10:35:00.000Z,211.2
2021-05-14 07:15:00.000Z,192.4
2021-05-14 13:50:00.000Z,181.8
2021-05-14 20:53:00.000Z,173.7
2021-05-15 20:33:00.000Z,145.3
2021-05-15 20:35:00.000Z,312.4
2021-05-16 20:08:00.000Z,290.7
2021-05-17 05:58:00.000Z,285.6
2021-05-17 17:43:00.000Z,273.5
2021-05-17 20:38:00.000Z,269.8
2021-05-18 04:47:00.000Z,267.3
2021-05-18 20:56:00.000Z,249.6
2021-05-19 20:32:00.000Z,226.4
2021-05-20 05:49:00.000Z,222.7
2021-05-20 18:10:00.000Z,207.2
2021-05-21 01:03:00.000Z,201.6
2021-05-22 17:24:00.000Z,164.7
2021-05-22 19:11:00.000Z,162.7
2021-05-22 19:14:00.000Z,315.4
2021-05-23 08:02:00.000Z,308.6
2021-05-23 12:48:00.000Z,300.8
2021-05-23 19:52:00.000Z,293.8
2021-05-24 14:13:00.000Z,278.5
2021-05-25 05:43:00.000Z,268.3
2021-05-25 21:15:00.000Z,249.1
2021-05-26 04:59:00.000Z,245.4
2021-05-26 18:05:00.000Z,233.4
2021-05-26 20:47:00.000Z,231.5
2021-05-26 21:51:00.000Z,228.1
2021-05-27 06:27:00.000Z,223.9
2021-05-27 16:28:00.000Z,213.2
2021-05-28 05:16:00.000Z,205.8
2021-05-28 06:00:00.000Z,203.6
2021-05-28 06:01:00.000Z,356.3
2021-05-30 20:42:00.000Z,290.3
2021-05-31 13:42:00.000Z,273.9
2021-05-31 20:14:00.000Z,267.9
2021-06-01 06:49:00.000Z,262.7
2021-06-01 20:59:00.000Z,247.8
2021-06-02 05:32:00.000Z,244.7
2021-06-02 21:30:00.000Z,226.1
2021-06-03 22:14:00.000Z,200.2
2021-06-04 06:08:00.000Z,195.5
2021-06-05 06:18:00.000Z,175.5
2021-06-05 18:54:00.000Z,160.3
2021-06-05 19:03:00.000Z,313.1
2021-06-06 07:19:00.000Z,306.9
2021-06-06 21:08:00.000Z,287.6
2021-06-07 08:04:00.000Z,278.9
2021-06-07 21:18:00.000Z,268.1
2021-06-08 06:07:00.000Z,261.7
2021-06-08 20:43:00.000Z,247.6
2021-06-09 04:52:00.000Z,241.3
2021-06-09 14:18:00.000Z,231.4
2021-06-09 18:45:00.000Z,229.2
2021-06-10 07:35:00.000Z,219.2
2021-06-10 20:56:00.000Z,205.9
2021-06-11 05:46:00.000Z,198.6
2021-06-11 14:43:00.000Z,189.2
2021-06-11 20:45:00.000Z,183.6
2021-06-12 07:10:00.000Z,177.6
2021-06-12 07:11:00.000Z,225.4
2021-06-12 21:21:00.000Z,206.9
2021-06-12 21:24:00.000Z,302.4
2021-06-13 09:56:00.000Z,292.2
2021-06-13 21:27:00.000Z,280.9
2021-06-14 04:59:00.000Z,277.7
2021-06-14 15:37:00.000Z,264.8
2021-06-14 23:06:00.000Z,257.7
2021-06-15 21:09:00.000Z,237.9
2021-06-16 10:58:00.000Z,225.8
2021-06-16 20:22:00.000Z,214.6
2021-06-17 15:19:00.000Z,197.9
2021-06-17 20:45:00.000Z,192.9
2021-06-18 06:51:00.000Z,184.9
2021-06-18 23:48:00.000Z,168.8
2021-06-20 20:45:00.000Z,123.2
2021-06-21 06:24:00.000Z,117.5
2021-06-21 07:54:00.000Z,116.8
2021-06-21 07:56:00.000Z,403.3
2021-06-21 17:15:00.000Z,393.5
2021-06-21 20:02:00.000Z,391.0
2021-06-22 19:44:00.000Z,368.9
2021-06-23 06:20:00.000Z,364.7
2021-06-23 19:37:00.000Z,346.5
2021-06-24 08:24:00.000Z,336.6
2021-06-25 06:54:00.000Z,314.9
2021-06-27 14:03:00.000Z,239.3
2021-06-28 05:40:00.000Z,230.8
2021-06-29 05:30:00.000Z,210.7
2021-06-29 07:35:00.000Z,208.7
2021-06-29 07:36:00.000Z,2118.9
2021-06-29 19:50:00.000Z,2105.2
2021-07-10 13:06:00.000Z,1911.6
2021-07-13 21:05:00.000Z,1831.7
2021-07-15 20:59:00.000Z,1784.2
2021-07-16 08:52:00.000Z,1777.9
2021-07-16 13:37:00.000Z,1776.7
2021-07-17 06:58:00.000Z,1751.3
2021-07-18 01:10:00.000Z,1728.6
2021-07-18 20:52:00.000Z,1707.0
2021-07-19 07:47:00.000Z,1696.9
2021-07-20 07:05:00.000Z,1674.1
2021-07-20 20:31:00.000Z,1657.8
2021-07-21 07:52:00.000Z,1651.2
2021-07-21 20:24:00.000Z,1640.1
2021-07-22 07:38:00.000Z,1627.2
2021-07-22 21:00:00.000Z,1614.7
2021-07-23 10:17:00.000Z,1602.3
2021-07-23 20:15:00.000Z,1587.6
2021-07-24 15:55:00.000Z,1565.8
2021-07-24 20:59:00.000Z,1560.1
2021-07-26 06:46:00.000Z,1528.9
2021-07-26 14:57:00.000Z,1516.8
2021-07-27 09:29:00.000Z,1494.7
2021-07-28 06:22:00.000Z,1466.9
2021-07-28 14:34:00.000Z,1455.2
2021-07-29 15:46:00.000Z,1423.0
2021-07-29 16:24:00.000Z,1421.7
2021-07-29 16:54:00.000Z,1420.9
2021-07-29 16:55:00.000Z,1525.1
2021-07-30 05:53:00.000Z,1511.9
2021-07-30 15:01:00.000Z,1499.4
2021-07-30 21:38:00.000Z,1494.8
2021-07-31 05:29:00.000Z,1490.7
2021-07-31 20:50:00.000Z,1468.8
2021-08-01 08:53:00.000Z,1459.8
2021-08-01 13:47:00.000Z,1450.5
2021-08-01 20:41:00.000Z,1445.1
2021-08-02 10:56:00.000Z,1432.6
2021-08-02 20:35:00.000Z,1420.6
2021-08-03 05:24:00.000Z,1416.9
2021-08-03 19:26:00.000Z,1400.7
2021-08-04 07:10:00.000Z,1391.4
2021-08-04 20:44:00.000Z,1375.7
2021-08-05 06:34:00.000Z,1371.2
2021-08-05 21:37:00.000Z,1353.4
2021-08-06 07:23:00.000Z,1346.2
2021-08-06 18:55:00.000Z,1332.1
2021-08-06 20:59:00.000Z,1330.9
2021-08-07 15:18:00.000Z,1309.7
2021-08-07 18:41:00.000Z,1306.3
2021-08-08 13:37:00.000Z,1285.7
2021-08-09 05:40:00.000Z,1276.3
2021-08-09 19:48:00.000Z,1256.6
2021-08-10 06:31:00.000Z,1248.4
2021-08-10 15:16:00.000Z,1238.4
2021-08-10 21:20:00.000Z,1232.8
2021-08-11 07:18:00.000Z,1225.3
2021-08-11 21:05:00.000Z,1211.5
2021-08-12 06:48:00.000Z,1203.7
2021-08-12 20:34:00.000Z,1187.6
2021-08-13 06:49:00.000Z,1181.9
2021-08-13 17:13:00.000Z,1167.9
2021-08-13 20:23:00.000Z,1165.1
2021-08-14 09:10:00.000Z,1155.6
2021-08-14 20:18:00.000Z,1140.8
2021-08-15 23:10:00.000Z,1119.9
2021-08-16 15:00:00.000Z,1105.8
2021-08-16 21:46:00.000Z,1099.0
2021-08-17 06:29:00.000Z,1094.9
2021-08-17 20:10:00.000Z,1079.1
2021-08-18 08:12:00.000Z,1071.9
2021-08-18 19:40:00.000Z,1058.8
2021-08-19 06:22:00.000Z,1053.0
2021-08-19 11:13:00.000Z,1047.2
2021-08-19 20:14:00.000Z,1038.5
2021-08-20 06:10:00.000Z,1032.2
2021-08-20 14:41:00.000Z,1020.4
2021-08-20 20:10:00.000Z,1013.2
2021-08-21 16:08:00.000Z,994.0
2021-08-22 14:24:00.000Z,978.2
2021-08-23 06:19:00.000Z,967.9
2021-08-24 06:09:00.000Z,947.7
2021-08-24 20:28:00.000Z,931.8
2021-08-25 22:38:00.000Z,908.2
2021-08-26 06:11:00.000Z,902.6
2021-08-26 11:14:00.000Z,894.9
2021-08-26 19:26:00.000Z,885.2
2021-08-27 05:14:00.000Z,880.7
2021-08-27 14:27:00.000Z,869.2
2021-08-27 21:24:00.000Z,864.8
2021-08-28 11:50:00.000Z,849.5
2021-08-28 19:39:00.000Z,838.9
2021-08-29 20:35:00.000Z,815.2
2021-08-30 06:22:00.000Z,809.4
2021-08-31 06:25:00.000Z,785.5
2021-08-31 22:33:00.000Z,771.3
2021-09-01 05:46:00.000Z,766.2
2021-09-01 20:18:00.000Z,749.4
2021-09-02 00:40:00.000Z,746.9
2021-09-02 07:55:00.000Z,740.4
2021-09-02 12:07:00.000Z,735.1
2021-09-03 07:14:00.000Z,722.7
2021-09-03 11:35:00.000Z,716.8
2021-09-03 20:06:00.000Z,707.3
2021-09-04 06:09:00.000Z,703.3
2021-09-04 15:30:00.000Z,687.7
2021-09-04 20:11:00.000Z,683.6
2021-09-05 06:07:00.000Z,676.6
2021-09-05 20:28:00.000Z,659.5
2021-09-05 23:47:00.000Z,657.6
2021-09-06 06:48:00.000Z,654.4
2021-09-06 16:21:00.000Z,641.6
2021-09-07 06:24:00.000Z,631.3
2021-09-07 14:20:00.000Z,619.8
2021-09-08 06:32:00.000Z,611.2
2021-09-08 09:15:00.000Z,607.3
2021-09-08 21:45:00.000Z,597.4
2021-09-09 05:49:00.000Z,593.5
2021-09-09 09:02:00.000Z,589.4
2021-09-09 21:46:00.000Z,578.5
2021-09-11 07:46:00.000Z,552.4
2021-09-12 20:23:00.000Z,521.4
2021-09-13 06:21:00.000Z,515.7
2021-09-13 07:55:00.000Z,514.1
2021-09-13 07:56:00.000Z,618.2
2021-09-13 15:39:00.000Z,609.4
2021-09-13 20:28:00.000Z,605.1
2021-09-14 10:34:00.000Z,593.9
2021-09-14 16:14:00.000Z,587.5
2021-09-14 20:18:00.000Z,582.9
2021-09-15 11:34:00.000Z,570.5
2021-09-15 20:45:00.000Z,562.4
2021-09-16 06:57:00.000Z,556.9
2021-09-16 20:59:00.000Z,538.4
2021-09-17 04:48:00.000Z,534.5
2021-09-17 17:15:00.000Z,521.3
2021-09-18 04:53:00.000Z,515.4
2021-09-18 16:23:00.000Z,498.2
2021-09-18 19:57:00.000Z,494.4
2021-09-19 10:17:00.000Z,483.9
2021-09-19 16:01:00.000Z,478.4
2021-09-19 16:02:00.000Z,603.4
2021-09-19 19:18:00.000Z,600.8
2021-09-20 07:12:00.000Z,592.2
2021-09-20 15:04:00.000Z,582.6
2021-09-20 19:27:00.000Z,578.6
2021-09-21 05:34:00.000Z,574.3
2021-09-21 19:39:00.000Z,558.4
2021-09-22 04:49:00.000Z,553.6
2021-09-22 15:19:00.000Z,541.5
2021-09-22 19:28:00.000Z,535.8
2021-09-23 08:26:00.000Z,524.8
2021-09-23 18:50:00.000Z,511.1
2021-09-24 03:58:00.000Z,505.1
2021-09-24 07:17:00.000Z,503.3
2021-09-24 19:59:00.000Z,487.4
2021-09-25 08:25:00.000Z,477.9
2021-09-25 13:38:00.000Z,469.3
2021-09-25 17:14:00.000Z,466.1
2021-09-25 19:38:00.000Z,464.0
2021-09-26 07:32:00.000Z,458.4
2021-09-26 07:55:00.000Z,458.0
2021-09-26 07:56:00.000Z,583.0
2021-09-26 15:58:00.000Z,573.3
2021-09-26 19:48:00.000Z,569.7
2021-09-26 23:04:00.000Z,567.6
2021-09-27 06:43:00.000Z,562.7
2021-09-27 07:07:00.000Z,562.6
2021-09-27 17:56:00.000Z,550.9
2021-09-27 20:30:00.000Z,549.5
2021-09-27 22:34:00.000Z,548.5
2021-09-28 06:41:00.000Z,541.7
2021-09-28 08:56:00.000Z,539.4
2021-09-28 09:24:00.000Z,538.9
2021-09-28 12:26:00.000Z,534.9
2021-09-28 19:57:00.000Z,527.5
2021-09-29 06:46:00.000Z,521.7
2021-09-29 09:23:00.000Z,518.3
2021-09-30 00:57:00.000Z,501.7
2021-09-30 05:45:00.000Z,499.8
2021-10-01 04:52:00.000Z,480.9
2021-10-01 13:01:00.000Z,468.0
2021-10-01 18:44:00.000Z,464.4
2021-10-01 21:45:00.000Z,461.2
2021-10-02 07:54:00.000Z,456.1
2021-10-02 12:41:00.000Z,447.9
2021-10-02 12:43:00.000Z,447.8
2021-10-02 12:44:00.000Z,593.7
2021-10-02 19:42:00.000Z,587.7
2021-10-03 09:29:00.000Z,578.4
2021-10-03 20:00:00.000Z,566.1
2021-10-04 03:56:00.000Z,562.9
2021-10-04 07:51:00.000Z,558.0
2021-10-04 14:27:00.000Z,550.3
2021-10-04 20:11:00.000Z,546.1
2021-10-04 22:08:00.000Z,545.2
2021-10-05 06:38:00.000Z,540.6
2021-10-05 08:33:00.000Z,537.8
2021-10-05 14:49:00.000Z,529.9
2021-10-05 20:33:00.000Z,524.4
2021-10-06 10:11:00.000Z,513.9
2021-10-06 14:21:00.000Z,508.9
2021-10-06 20:15:00.000Z,505.3
2021-10-07 00:57:00.000Z,502.1
2021-10-07 06:37:00.000Z,498.7
2021-10-07 07:29:00.000Z,496.6
2021-10-07 08:42:00.000Z,495.0
2021-10-07 12:01:00.000Z,491.1
2021-10-07 13:14:00.000Z,489.8
2021-10-07 19:45:00.000Z,483.3
2021-10-07 23:17:00.000Z,481.1
2021-10-08 05:50:00.000Z,478.9
2021-10-08 06:40:00.000Z,476.9
2021-10-08 06:49:00.000Z,476.5
2021-10-08 13:38:00.000Z,468.5
2021-10-09 07:20:00.000Z,458.9
2021-10-09 08:34:00.000Z,456.0
2021-10-09 14:24:00.000Z,448.1
2021-10-09 14:25:00.000Z,594.0
2021-10-09 19:51:00.000Z,588.5
2021-10-10 04:52:00.000Z,583.9
2021-10-10 22:34:00.000Z,567.0
2021-10-11 05:24:00.000Z,564.5
2021-10-11 08:37:00.000Z,560.8
2021-10-11 21:56:00.000Z,550.0
2021-10-12 05:40:00.000Z,547.5
2021-10-12 06:45:00.000Z,545.7
2021-10-12 08:16:00.000Z,543.9
2021-10-12 09:08:00.000Z,543.0
2021-10-12 11:30:00.000Z,539.5
2021-10-12 13:28:00.000Z,537.7
2021-10-12 20:47:00.000Z,532.6
2021-10-13 05:18:00.000Z,529.1
2021-10-13 13:28:00.000Z,519.6
2021-10-13 14:26:00.000Z,519.2
2021-10-13 18:05:00.000Z,517.1
2021-10-13 20:09:00.000Z,515.9
2021-10-14 06:21:00.000Z,510.2
2021-10-14 07:37:00.000Z,509.0
2021-10-14 12:50:00.000Z,499.2
2021-10-14 13:50:00.000Z,496.4
2021-10-14 14:09:00.000Z,495.4
2021-10-14 21:10:00.000Z,488.6
2021-10-15 06:10:00.000Z,483.4
2021-10-15 08:16:00.000Z,479.7
2021-10-15 10:01:00.000Z,476.9
2021-10-15 11:01:00.000Z,475.7
2021-10-15 12:14:00.000Z,473.4
2021-10-15 16:56:00.000Z,467.9
2021-10-15 19:53:00.000Z,466.5
2021-10-16 06:35:00.000Z,461.7
2021-10-16 06:36:00.000Z,586.6
2021-10-16 08:47:00.000Z,582.6
